id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,amount_num,iso_score,is_iso_fraud,prev_state,prev_date,is_geo_fraud,is_hybrid_fraud
7581058,2010-01-28 03:56:00,137,5442,$626.57,Swipe Transaction,22792,Seymour,IN,47274.0,8062,,626.57,-1,True,,2010-01-27 16:21:00,False,True
7593979,2010-01-31 11:39:00,137,5442,$69.85,Swipe Transaction,75781,Johnson City,TN,37605.0,5411,,69.85,1,False,MS,2010-01-31 11:22:00,True,True
7637184,2010-02-11 07:32:00,137,5442,$140.65,Swipe Transaction,70903,Miami,FL,33193.0,4111,,140.65,1,False,TN,2010-02-11 06:40:00,True,True
7637473,2010-02-11 08:32:00,137,5442,$95.45,Swipe Transaction,79927,Johnson City,TN,37604.0,5912,,95.45,1,False,FL,2010-02-11 07:48:00,True,True
7653044,2010-02-15 08:33:00,137,5442,$89.84,Swipe Transaction,99370,Johnson City,TN,37604.0,5311,,89.84,1,False,FL,2010-02-15 07:36:00,True,True
7660226,2010-02-16 23:50:00,137,5442,$457.00,Swipe Transaction,7918,Guadalajara,Mexico,,7011,,457.0,-1,True,TN,2010-02-16 18:15:00,False,True
7667102,2010-02-18 15:04:00,137,5442,$-457.00,Swipe Transaction,7918,Guadalajara,Mexico,,7011,,-457.0,-1,True,Mexico,2010-02-18 12:34:00,False,True
7675923,2010-02-21 01:03:00,137,5442,$722.44,Swipe Transaction,38489,Loudon,TN,37774.0,3058,,722.44,-1,True,TN,2010-02-20 16:05:00,False,True
7688606,2010-02-24 06:52:00,137,5442,$75.91,Swipe Transaction,70903,Miami,FL,33193.0,4111,,75.91,1,False,TN,2010-02-24 06:43:00,True,True
7688630,2010-02-24 06:57:00,137,5442,$35.85,Swipe Transaction,86410,Bristol,TN,37620.0,5211,,35.85,1,False,FL,2010-02-24 06:52:00,True,True
7692970,2010-02-25 07:41:00,137,5442,$129.26,Swipe Transaction,70903,Miami,FL,33193.0,4111,,129.26,1,False,TN,2010-02-25 06:51:00,True,True
7709684,2010-03-01 12:04:00,137,5442,$127.77,Online Transaction,45453,ONLINE,,,6300,,127.77,1,False,TN,2010-03-01 11:42:00,True,True
7564337,2010-01-23 21:17:00,138,2807,$413.07,Swipe Transaction,70454,Marion Center,PA,15759.0,8011,,413.07,-1,True,PA,2010-01-23 16:54:00,False,True
7602194,2010-02-02 12:07:00,138,4608,$39.83,Online Transaction,18563,ONLINE,,,4121,,39.83,1,False,PA,2010-02-02 11:17:00,True,True
7608711,2010-02-04 06:35:00,138,4608,$487.00,Online Transaction,52923,ONLINE,,,3504,,487.0,-1,True,PA,2010-02-02 16:50:00,False,True
7610899,2010-02-04 14:27:00,138,4608,$668.02,Online Transaction,48919,ONLINE,,,5311,,668.02,-1,True,,2010-02-04 14:22:00,False,True
7616250,2010-02-06 01:49:00,138,4608,$-487.00,Online Transaction,52923,ONLINE,,,3504,,-487.0,-1,True,KY,2010-02-05 23:05:00,False,True
7632526,2010-02-10 01:35:00,138,2807,$-358.00,Swipe Transaction,57109,Berea,KY,40403.0,7011,,-358.0,-1,True,KY,2010-02-07 18:15:00,False,True
7694516,2010-02-25 13:05:00,138,2807,$412.95,Swipe Transaction,84395,Marion Center,PA,15759.0,8111,,412.95,-1,True,PA,2010-02-24 18:42:00,False,True
7710918,2010-03-01 16:34:00,138,5422,$2057.53,Online Transaction,39105,ONLINE,,,4411,,2057.53,-1,True,PA,2010-03-01 09:29:00,False,True
7527888,2010-01-14 11:23:00,140,152,$20.68,Online Transaction,16798,ONLINE,,,4121,,20.68,1,False,KY,2010-01-14 10:54:00,True,True
7673377,2010-02-20 10:56:00,140,4150,$18.24,Online Transaction,18563,ONLINE,,,4121,,18.24,1,False,TN,2010-02-20 10:20:00,True,True
7507841,2010-01-09 10:44:00,141,2952,$41.74,Online Transaction,73186,ONLINE,,,4814,,41.74,1,False,TX,2010-01-09 09:51:00,True,True
7688878,2010-02-24 07:48:00,141,3028,$59.37,Online Transaction,88459,ONLINE,,,5311,,59.37,1,False,TX,2010-02-24 07:07:00,True,True
7696994,2010-02-26 07:56:00,141,5514,$55.44,Online Transaction,88459,ONLINE,,,5311,,55.44,1,False,TX,2010-02-26 07:07:00,True,True
7674585,2010-02-20 15:31:00,142,5140,$1985.01,Swipe Transaction,29742,Uncasville,CT,6382.0,3256,,1985.01,-1,True,CT,2010-02-20 09:52:00,False,True
7681801,2010-02-22 11:30:00,142,1046,$906.65,Swipe Transaction,48593,Eastford,CT,6242.0,8111,,906.65,-1,True,CT,2010-02-22 10:24:00,False,True
7502924,2010-01-07 23:45:00,145,5521,$436.00,Swipe Transaction,41523,Clearwater,FL,33756.0,3387,,436.0,-1,True,TN,2010-01-07 12:30:00,False,True
7508341,2010-01-09 12:43:00,145,5521,$-436.00,Swipe Transaction,41523,Clearwater,FL,33756.0,3387,,-436.0,-1,True,FL,2010-01-09 11:55:00,False,True
7514623,2010-01-11 06:21:00,146,1143,$1416.76,Online Transaction,52073,ONLINE,,,4722,,1416.76,-1,True,IL,2010-01-10 15:47:00,False,True
7535164,2010-01-16 11:30:00,146,1143,$245.56,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,,245.56,1,False,WA,2010-01-16 11:17:00,True,True
7535231,2010-01-16 11:44:00,146,1143,$-278.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,,-278.0,-1,True,MI,2010-01-16 11:30:00,False,True
7551120,2010-01-20 11:43:00,148,5851,$50.09,Online Transaction,96529,ONLINE,,,4899,Insufficient Balance,50.09,1,False,NH,2010-01-20 11:24:00,True,True
7593996,2010-01-31 11:44:00,148,4288,$143.82,Online Transaction,73186,ONLINE,,,4814,,143.82,1,False,NH,2010-01-31 11:06:00,True,True
7613975,2010-02-05 11:54:00,148,4288,$88.58,Online Transaction,59350,ONLINE,,,7922,,88.58,1,False,NH,2010-02-05 11:11:00,True,True
7621669,2010-02-07 11:21:00,148,3423,$200.41,Online Transaction,60569,ONLINE,,,5300,,200.41,1,False,NH,2010-02-07 11:05:00,True,True
7628769,2010-02-09 07:05:00,148,3423,$34.84,Online Transaction,72515,ONLINE,,,5814,,34.84,1,False,NH,2010-02-09 06:41:00,True,True
7693452,2010-02-25 09:26:00,148,4288,$94.50,Online Transaction,59350,ONLINE,,,7922,,94.5,1,False,NH,2010-02-25 09:12:00,True,True
7514940,2010-01-11 07:36:00,150,2852,$413.31,Swipe Transaction,97249,Lorton,VA,22079.0,6300,,413.31,-1,True,VA,2010-01-11 07:22:00,False,True
7548370,2010-01-19 16:01:00,150,2852,$1297.65,Swipe Transaction,38489,Mount Airy,NC,27030.0,3058,,1297.65,-1,True,,2010-01-19 14:13:00,False,True
7636490,2010-02-10 23:37:00,150,2852,$95.98,Online Transaction,13348,ONLINE,,,4722,,95.98,1,False,Jamaica,2010-02-10 23:33:00,True,True
7636495,2010-02-10 23:46:00,150,2852,$-275.00,Online Transaction,13348,ONLINE,,,4722,,-275.0,-1,True,,2010-02-10 23:37:00,False,True
7655152,2010-02-15 16:00:00,150,2852,$440.64,Swipe Transaction,85600,Gloucester,VA,23061.0,3066,,440.64,-1,True,VA,2010-02-15 13:17:00,False,True
7511079,2010-01-10 08:18:00,152,2848,$408.89,Online Transaction,36495,ONLINE,,,6300,,408.89,-1,True,GA,2010-01-10 07:25:00,True,True
7672722,2010-02-20 07:46:00,152,2848,$552.55,Swipe Transaction,18834,Atlanta,GA,30316.0,6300,,552.55,-1,True,GA,2010-02-20 07:12:00,False,True
7712619,2010-03-02 08:05:00,152,2848,$74.35,Online Transaction,73186,ONLINE,,,4814,,74.35,1,False,GA,2010-03-02 07:17:00,True,True
7502222,2010-01-07 17:47:00,153,1028,$123.55,Swipe Transaction,74934,Oakland,CA,94606.0,3596,Insufficient Balance,123.55,1,False,LA,2010-01-07 17:44:00,True,True
7502233,2010-01-07 17:49:00,153,1028,$-316.00,Swipe Transaction,66680,Shreveport,LA,71129.0,7011,,-316.0,-1,True,CA,2010-01-07 17:47:00,True,True
7502443,2010-01-07 19:16:00,153,107,$-293.00,Online Transaction,13348,ONLINE,,,4722,,-293.0,-1,True,,2010-01-07 19:00:00,False,True
7476883,2010-01-01 11:16:00,154,159,$102.68,Swipe Transaction,31883,Atlantic City,NJ,8401.0,7995,,102.68,1,False,NC,2010-01-01 11:11:00,True,True
7477159,2010-01-01 12:09:00,154,159,$3.62,Swipe Transaction,91453,Fayetteville,NC,28312.0,5411,,3.62,1,False,NJ,2010-01-01 11:16:00,True,True
7489711,2010-01-04 15:11:00,154,159,$85.11,Swipe Transaction,31707,Grantville,GA,30220.0,4111,,85.11,1,False,NC,2010-01-04 15:06:00,True,True
7677589,2010-02-21 11:29:00,154,5393,$80.00,Swipe Transaction,27092,Newton Grove,NC,28366.0,4829,,80.0,1,False,NJ,2010-02-21 10:32:00,True,True
7582129,2010-01-28 09:56:00,155,5793,$2.78,Online Transaction,60569,ONLINE,,,5300,,2.78,1,False,MS,2010-01-28 09:39:00,True,True
7629064,2010-02-09 08:04:00,156,5438,$954.23,Swipe Transaction,38489,Victorville,CA,92392.0,3058,,954.23,-1,True,CA,2010-02-09 07:00:00,False,True
7658393,2010-02-16 13:09:00,156,5438,$-315.00,Swipe Transaction,3558,Oakland,CA,94601.0,3640,,-315.0,-1,True,CA,2010-02-16 12:40:00,False,True
7498283,2010-01-06 17:58:00,157,969,$685.12,Swipe Transaction,38489,Garden Grove,CA,92843.0,3058,,685.12,-1,True,CA,2010-01-06 07:25:00,False,True
7562159,2010-01-23 10:52:00,157,1052,$67.27,Swipe Transaction,49637,Brockport,NY,14420.0,3509,Insufficient Balance,67.27,1,False,HI,2010-01-23 10:45:00,True,True
7651752,2010-02-14 20:31:00,157,969,$713.32,Swipe Transaction,7257,San Joaquin,CA,93660.0,3260,,713.32,-1,True,CA,2010-02-14 07:44:00,False,True
7509572,2010-01-09 18:10:00,162,2240,$-328.00,Swipe Transaction,59474,Highland,MI,48356.0,3722,,-328.0,-1,True,MI,2010-01-09 18:00:00,False,True
7564948,2010-01-24 06:24:00,162,4266,$788.41,Swipe Transaction,29742,Linden,MI,48451.0,3256,,788.41,-1,True,MI,2010-01-23 11:03:00,False,True
7591421,2010-01-30 17:50:00,162,2240,$402.00,Swipe Transaction,74934,Oakland,CA,94606.0,3596,,402.0,-1,True,NY,2010-01-30 13:20:00,False,True
7595051,2010-01-31 15:40:00,162,2240,$-402.00,Swipe Transaction,74934,Oakland,CA,94606.0,3596,,-402.0,-1,True,NY,2010-01-31 09:50:00,False,True
7595313,2010-01-31 16:35:00,162,2240,$-269.00,Swipe Transaction,71883,Queens Village,NY,11427.0,3405,,-269.0,1,False,CA,2010-01-31 15:45:00,True,True
7622012,2010-02-07 12:28:00,162,2240,$876.53,Online Transaction,6063,ONLINE,,,4511,,876.53,-1,True,MI,2010-02-07 08:52:00,False,True
7648910,2010-02-14 08:16:00,162,2240,$-286.00,Swipe Transaction,3558,San Benito,TX,78586.0,3640,,-286.0,-1,True,TX,2010-02-14 08:14:00,False,True
7649579,2010-02-14 10:36:00,162,2240,$-335.00,Swipe Transaction,51300,Mcallen,TX,78501.0,3359,,-335.0,-1,True,TX,2010-02-14 08:16:00,False,True
7649750,2010-02-14 11:16:00,162,2240,$23.15,Swipe Transaction,35158,West Bloomfield,MI,48322.0,5310,,23.15,1,False,TX,2010-02-14 10:39:00,True,True
7587502,2010-01-29 16:22:00,164,3748,$13.87,Swipe Transaction,28521,Delphos,OH,45833.0,7210,,13.87,1,False,IN,2010-01-29 16:05:00,True,True
7502030,2010-01-07 16:43:00,165,2559,$495.99,Swipe Transaction,60569,Morgan Hill,CA,95037.0,5300,,495.99,-1,True,CA,2010-01-07 09:04:00,False,True
7514512,2010-01-11 05:42:00,165,5146,$1501.95,Swipe Transaction,60569,Morgan Hill,CA,95037.0,5300,,1501.95,-1,True,CA,2010-01-10 07:28:00,False,True
7619510,2010-02-06 19:45:00,165,3378,$23.15,Online Transaction,81759,ONLINE,,,7349,,23.15,1,False,CA,2010-02-06 18:46:00,True,True
7599921,2010-02-01 20:38:00,170,5985,$46.94,Online Transaction,88459,ONLINE,,,5311,,46.94,1,False,OK,2010-02-01 20:25:00,True,True
7491028,2010-01-05 03:25:00,171,1239,$1812.76,Swipe Transaction,29742,Liberty,SC,29657.0,3256,,1812.76,-1,True,SC,2010-01-04 17:42:00,False,True
7529480,2010-01-14 17:36:00,171,3704,$81.23,Online Transaction,88459,ONLINE,,,5311,,81.23,1,False,SC,2010-01-14 17:26:00,True,True
7655426,2010-02-15 17:15:00,171,1239,$45.54,Swipe Transaction,11468,Alpharetta,GA,30022.0,5970,,45.54,1,False,SC,2010-02-15 17:10:00,True,True
7655458,2010-02-15 17:25:00,171,1239,$-57.00,Swipe Transaction,61195,Greenville,SC,29607.0,5541,,-57.0,1,False,GA,2010-02-15 17:15:00,True,True
7711119,2010-03-01 17:39:00,171,3704,$61.64,Online Transaction,88459,ONLINE,,,5311,,61.64,1,False,SC,2010-03-01 17:25:00,True,True
7488247,2010-01-04 09:53:00,172,1232,$703.85,Swipe Transaction,85600,Meredosia,IL,62665.0,3066,,703.85,-1,True,IL,2010-01-03 13:24:00,False,True
7563351,2010-01-23 15:39:00,172,3458,$50.39,Swipe Transaction,32858,Independence,MO,64058.0,5311,,50.39,1,False,IL,2010-01-23 14:56:00,True,True
7492168,2010-01-05 09:58:00,176,972,$14.50,Online Transaction,39021,ONLINE,,,4784,,14.5,1,False,GA,2010-01-05 09:15:00,True,True
7496117,2010-01-06 09:42:00,176,972,$15.95,Online Transaction,39021,ONLINE,,,4784,,15.95,1,False,GA,2010-01-06 09:06:00,True,True
7504893,2010-01-08 14:01:00,176,972,$8.11,Online Transaction,39261,ONLINE,,,5815,,8.11,1,False,GA,2010-01-08 13:13:00,True,True
7561905,2010-01-23 09:46:00,176,2603,$15.97,Online Transaction,39021,ONLINE,,,4784,,15.97,1,False,GA,2010-01-23 08:51:00,True,True
7637894,2010-02-11 09:57:00,176,972,$13.64,Online Transaction,39021,ONLINE,,,4784,,13.64,1,False,GA,2010-02-11 09:21:00,True,True
7526778,2010-01-14 07:18:00,177,3715,$525.92,Swipe Transaction,5594,Greenwood,MS,38930.0,3001,,525.92,-1,True,TN,2010-01-13 16:04:00,False,True
7526840,2010-01-14 07:32:00,177,3715,$140.00,Swipe Transaction,27092,Memphis,TN,38116.0,4829,,140.0,1,False,MS,2010-01-14 07:18:00,True,True
7527052,2010-01-14 08:14:00,177,1152,$11.99,Online Transaction,39261,ONLINE,,,5815,,11.99,1,False,TN,2010-01-14 07:32:00,True,True
7546275,2010-01-19 08:04:00,177,1152,$6.61,Online Transaction,47399,ONLINE,,,5815,,6.61,1,False,TN,2010-01-19 07:52:00,True,True
7607949,2010-02-03 19:48:00,177,1152,$414.93,Swipe Transaction,85600,Vicksburg,MS,39180.0,3066,,414.93,-1,True,TN,2010-02-02 07:36:00,False,True
7612372,2010-02-04 23:30:00,177,3715,$451.00,Swipe Transaction,7777,Boulder,CO,80305.0,3684,,451.0,-1,True,TX,2010-02-04 23:21:00,True,True
7617668,2010-02-06 11:45:00,177,3715,$24.11,Swipe Transaction,59474,Austin,TX,78748.0,3722,Insufficient Balance,24.11,1,False,CO,2010-02-06 11:32:00,True,True
7617672,2010-02-06 11:46:00,177,3715,$-451.00,Swipe Transaction,7777,Boulder,CO,80305.0,3684,,-451.0,-1,True,TX,2010-02-06 11:45:00,True,True
7618695,2010-02-06 15:32:00,177,1152,$-253.00,Swipe Transaction,15574,Austin,TX,78749.0,3393,,-253.0,1,False,TN,2010-02-06 15:17:00,True,True
7483935,2010-01-03 08:34:00,178,4261,$748.26,Swipe Transaction,89448,Blue Springs,MO,64015.0,7531,,748.26,-1,True,,2010-01-02 16:34:00,False,True
7485768,2010-01-03 15:25:00,178,4214,$456.00,Online Transaction,52073,ONLINE,,,4722,,456.0,-1,True,MO,2010-01-03 14:31:00,True,True
7490298,2010-01-04 17:54:00,178,4261,$-351.00,Online Transaction,52073,ONLINE,,,4722,,-351.0,-1,True,,2010-01-04 17:37:00,False,True
7490341,2010-01-04 18:14:00,178,4214,$-456.00,Online Transaction,52073,ONLINE,,,4722,,-456.0,-1,True,,2010-01-04 17:54:00,False,True
7608338,2010-02-03 23:23:00,178,4261,$464.00,Swipe Transaction,71883,Cordova,TN,38018.0,3405,,464.0,-1,True,TN,2010-02-03 23:15:00,False,True
7612376,2010-02-04 23:35:00,178,4261,$-464.00,Swipe Transaction,71883,Cordova,TN,38018.0,3405,,-464.0,-1,True,TN,2010-02-04 20:49:00,False,True
7711141,2010-03-01 17:48:00,178,4214,$545.72,Swipe Transaction,5594,Lincoln,NE,68526.0,3001,,545.72,-1,True,MO,2010-03-01 14:11:00,False,True
7478539,2010-01-01 17:43:00,180,2888,$16.33,Swipe Transaction,34488,Arcadia,CA,91007.0,7802,,16.33,1,False,AZ,2010-01-01 17:18:00,True,True
7509377,2010-01-09 16:52:00,180,2888,$8.16,Swipe Transaction,93938,Glendale,AZ,85301.0,7995,,8.16,1,False,CA,2010-01-09 16:26:00,True,True
7529978,2010-01-14 21:26:00,180,5453,$4.73,Swipe Transaction,20621,Glendale,AZ,85301.0,5411,,4.73,1,False,CA,2010-01-14 20:33:00,True,True
7536542,2010-01-16 16:54:00,180,2888,$19.90,Online Transaction,70129,ONLINE,,,7801,,19.9,1,False,AZ,2010-01-16 16:51:00,True,True
7540552,2010-01-17 16:39:00,180,5453,$16.91,Swipe Transaction,69965,Las Vegas,NV,89109.0,7995,,16.91,1,False,AZ,2010-01-17 15:58:00,True,True
7540627,2010-01-17 17:00:00,180,2888,$16.10,Swipe Transaction,93938,Glendale,AZ,85301.0,7995,,16.1,1,False,NV,2010-01-17 16:39:00,True,True
7560647,2010-01-22 20:50:00,180,5453,$16.44,Swipe Transaction,34488,Arcadia,CA,91007.0,7802,,16.44,1,False,AZ,2010-01-22 20:17:00,True,True
7588260,2010-01-29 21:23:00,180,2888,$18.64,Swipe Transaction,93938,Glendale,AZ,85301.0,7995,,18.64,1,False,NV,2010-01-29 20:46:00,True,True
7590962,2010-01-30 15:43:00,180,5453,$11.66,Online Transaction,70129,ONLINE,,,7801,,11.66,1,False,AZ,2010-01-30 15:38:00,True,True
7679697,2010-02-21 20:50:00,180,5453,$8.63,Swipe Transaction,34488,Arcadia,CA,91007.0,7802,,8.63,1,False,NV,2010-02-21 20:02:00,True,True
7614042,2010-02-05 12:13:00,184,4935,$32.39,Online Transaction,27310,ONLINE,,,7349,,32.39,1,False,WI,2010-02-05 11:36:00,True,True
7674083,2010-02-20 13:31:00,184,3211,$-355.00,Swipe Transaction,57133,Waianae,HI,96792.0,3730,,-355.0,-1,True,NY,2010-02-20 08:57:00,False,True
7493499,2010-01-05 14:39:00,185,5361,$422.70,Swipe Transaction,89995,Elizabeth,NJ,7201.0,8111,,422.7,-1,True,NJ,2010-01-05 10:46:00,False,True
7517741,2010-01-11 18:44:00,185,5361,$12.76,Online Transaction,9932,ONLINE,,,5311,,12.76,1,False,NJ,2010-01-11 18:19:00,True,True
7529851,2010-01-14 20:27:00,190,4621,$6.13,Swipe Transaction,51447,Skokie,IL,60077.0,5921,,6.13,1,False,OK,2010-01-14 20:02:00,True,True
7535614,2010-01-16 13:14:00,190,2496,$495.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,,495.0,-1,True,NY,2010-01-16 12:53:00,True,True
7541444,2010-01-17 22:26:00,190,2496,$911.45,Swipe Transaction,5594,Chicago,IL,60651.0,3001,,911.45,-1,True,NY,2010-01-17 20:53:00,False,True
7584316,2010-01-28 18:42:00,190,2496,$-495.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,,-495.0,-1,True,,2010-01-28 15:35:00,False,True
7699788,2010-02-26 20:55:00,190,2088,$33.33,Swipe Transaction,44578,Waukegan,IL,60085.0,5812,,33.33,1,False,OK,2010-02-26 20:13:00,True,True
7632348,2010-02-09 22:32:00,194,2401,$357.00,Online Transaction,52073,ONLINE,,,4722,,357.0,1,False,CT,2010-02-09 22:21:00,True,True
7641440,2010-02-12 08:32:00,194,2401,$-357.00,Online Transaction,52073,ONLINE,,,4722,,-357.0,-1,True,,2010-02-09 22:32:00,False,True
7674988,2010-02-20 17:02:00,194,2401,$37.91,Swipe Transaction,19756,Kankakee,IL,60901.0,7832,,37.91,1,False,IN,2010-02-20 16:34:00,True,True
7705069,2010-02-28 09:47:00,194,2401,$-321.00,Swipe Transaction,15574,Rosedale,IN,47874.0,3393,,-321.0,-1,True,IL,2010-02-27 22:28:00,False,True
7663467,2010-02-17 16:54:00,198,3647,$885.83,Swipe Transaction,29742,Sylacauga,AL,35151.0,3256,,885.83,-1,True,FL,2010-02-17 14:05:00,False,True
7675318,2010-02-20 19:11:00,198,3647,$-362.00,Swipe Transaction,49637,Jacksonville,FL,32221.0,3509,,-362.0,-1,True,FL,2010-02-20 19:06:00,False,True
7675864,2010-02-20 23:47:00,198,3647,$-391.00,Swipe Transaction,51300,Tampa,FL,33607.0,3359,,-391.0,-1,True,FL,2010-02-20 23:44:00,False,True
7707213,2010-02-28 18:31:00,198,3647,$848.84,Swipe Transaction,85600,Seminole,FL,33772.0,3066,,848.84,-1,True,FL,2010-02-26 18:21:00,False,True
7555547,2010-01-21 13:04:00,199,1031,$1138.93,Swipe Transaction,5594,Dallas,TX,75206.0,3001,,1138.93,-1,True,TX,2010-01-21 09:43:00,False,True
7588067,2010-01-29 19:48:00,199,1031,$182.83,Online Transaction,79050,ONLINE,,,4900,,182.83,1,False,TX,2010-01-29 19:47:00,True,True
7611453,2010-02-04 16:23:00,199,1031,$1315.10,Online Transaction,6063,ONLINE,,,4511,,1315.1,-1,True,TX,2010-02-04 07:40:00,False,True
7652630,2010-02-15 07:01:00,199,1031,$191.49,Swipe Transaction,92822,Dayton,OH,45415.0,3395,,191.49,1,False,TX,2010-02-15 06:59:00,True,True
7578742,2010-01-27 12:04:00,200,2875,$763.63,Swipe Transaction,68977,Lewisville,NC,27023.0,3174,,763.63,-1,True,WV,2010-01-26 14:55:00,False,True
7578862,2010-01-27 12:27:00,200,2875,$65.16,Swipe Transaction,4736,Prichard,WV,25555.0,5661,,65.16,1,False,NC,2010-01-27 12:04:00,True,True
7647986,2010-02-13 22:23:00,200,2875,$80.00,Swipe Transaction,27092,Huntington,WV,25704.0,4829,,80.0,1,False,CA,2010-02-13 22:03:00,True,True
7647989,2010-02-13 22:24:00,200,2875,$-282.00,Swipe Transaction,74934,Oakland,CA,94606.0,3596,,-282.0,-1,True,WV,2010-02-13 22:23:00,True,True
7648018,2010-02-13 22:38:00,200,2875,$-327.00,Swipe Transaction,41523,Los Angeles,CA,90063.0,3387,,-327.0,-1,True,CA,2010-02-13 22:36:00,False,True
7710515,2010-03-01 15:00:00,200,2875,$34.47,Online Transaction,9932,ONLINE,,,5311,,34.47,1,False,WV,2010-03-01 14:59:00,True,True
7588669,2010-01-30 05:09:00,203,5375,$-372.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,-372.0,-1,True,ME,2010-01-29 22:13:00,False,True
7603624,2010-02-02 17:36:00,203,242,$-392.00,Online Transaction,70268,ONLINE,,,4722,,-392.0,-1,True,MD,2010-02-01 22:42:00,False,True
7709829,2010-03-01 12:35:00,203,242,$20.44,Swipe Transaction,31331,Pineland,SC,29934.0,5411,,20.44,1,False,GA,2010-03-01 11:54:00,True,True
7498009,2010-01-06 16:26:00,205,2861,$808.89,Online Transaction,70268,ONLINE,,,4722,,808.89,-1,True,,2010-01-06 09:09:00,False,True
7502767,2010-01-07 21:51:00,205,2861,$83.60,Online Transaction,80770,ONLINE,,,7922,,83.6,1,False,MT,2010-01-07 21:50:00,True,True
7561780,2010-01-23 09:06:00,205,2861,$181.12,Online Transaction,73186,ONLINE,,,4814,,181.12,1,False,MT,2010-01-23 09:02:00,True,True
7565875,2010-01-24 09:42:00,205,2861,$20.49,Swipe Transaction,24504,Great Falls,MT,59405.0,4214,,20.49,1,False,IL,2010-01-24 09:04:00,True,True
7640370,2010-02-11 20:31:00,205,2861,$483.00,Swipe Transaction,3558,Libby,MT,59923.0,3640,,483.0,-1,True,MT,2010-02-11 09:57:00,False,True
7647752,2010-02-13 20:40:00,205,2861,$-483.00,Swipe Transaction,3558,Libby,MT,59923.0,3640,,-483.0,-1,True,MT,2010-02-12 12:53:00,False,True
7694468,2010-02-25 12:55:00,205,2861,$154.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,,154.0,1,False,MT,2010-02-25 12:49:00,True,True
7703663,2010-02-27 22:20:00,205,2861,$62.17,Swipe Transaction,12225,Great Falls,MT,59404.0,7538,,62.17,1,False,MI,2010-02-27 21:35:00,True,True
7672096,2010-02-19 22:52:00,207,2506,$-352.00,Swipe Transaction,43226,Oil Springs,KY,41238.0,7011,,-352.0,-1,True,KY,2010-02-19 21:33:00,False,True
7672118,2010-02-19 23:02:00,207,2506,$195.67,Online Transaction,65108,ONLINE,,,4899,,195.67,1,False,KY,2010-02-19 22:54:00,True,True
7481539,2010-01-02 14:16:00,208,2426,$37.00,Online Transaction,16798,ONLINE,,,4121,,37.0,1,False,WA,2010-01-02 13:47:00,True,True
7492949,2010-01-05 12:39:00,208,4980,$40.37,Online Transaction,16798,ONLINE,,,4121,,40.37,1,False,WA,2010-01-05 12:34:00,True,True
7520607,2010-01-12 13:39:00,208,2426,$29.26,Online Transaction,16798,ONLINE,,,4121,,29.26,1,False,WA,2010-01-12 12:58:00,True,True
7524691,2010-01-13 13:59:00,208,4980,$42.51,Online Transaction,18563,ONLINE,,,4121,,42.51,1,False,WA,2010-01-13 13:40:00,True,True
7535708,2010-01-16 13:39:00,208,4980,$35.08,Online Transaction,18563,ONLINE,,,4121,,35.08,1,False,WA,2010-01-16 13:01:00,True,True
7539652,2010-01-17 12:58:00,208,4980,$25.03,Online Transaction,18563,ONLINE,,,4121,,25.03,1,False,WA,2010-01-17 12:56:00,True,True
7543592,2010-01-18 12:51:00,208,2426,$37.25,Online Transaction,18563,ONLINE,,,4121,,37.25,1,False,WA,2010-01-18 12:35:00,True,True
7547816,2010-01-19 13:46:00,208,4980,$42.07,Online Transaction,18563,ONLINE,,,4121,,42.07,1,False,WA,2010-01-19 12:53:00,True,True
7549048,2010-01-19 20:08:00,208,4980,$474.28,Online Transaction,43422,ONLINE,,,6300,,474.28,-1,True,WA,2010-01-19 16:51:00,False,True
7555855,2010-01-21 14:08:00,208,2426,$38.66,Online Transaction,18563,ONLINE,,,4121,,38.66,1,False,WA,2010-01-21 13:41:00,True,True
7571065,2010-01-25 13:39:00,208,2426,$34.38,Online Transaction,18563,ONLINE,,,4121,,34.38,1,False,WA,2010-01-25 12:58:00,True,True
7594446,2010-01-31 13:17:00,208,4980,$21.86,Online Transaction,16798,ONLINE,,,4121,,21.86,1,False,WA,2010-01-31 12:52:00,True,True
7595870,2010-01-31 20:18:00,208,4980,$683.82,Swipe Transaction,2541,Bothell,WA,98021.0,6300,,683.82,-1,True,WA,2010-01-31 17:22:00,False,True
7615829,2010-02-05 20:28:00,208,4980,$497.59,Swipe Transaction,2541,Bothell,WA,98021.0,6300,,497.59,-1,True,,2010-02-05 13:41:00,False,True
7618224,2010-02-06 13:42:00,208,2426,$37.93,Online Transaction,18563,ONLINE,,,4121,,37.93,1,False,WA,2010-02-06 12:58:00,True,True
7646239,2010-02-13 13:09:00,208,2426,$42.57,Online Transaction,16798,ONLINE,,,4121,,42.57,1,False,WA,2010-02-13 12:49:00,True,True
7654676,2010-02-15 14:19:00,208,2426,$39.57,Online Transaction,16798,ONLINE,,,4121,,39.57,1,False,CA,2010-02-15 13:34:00,True,True
